sector,country,date,value
transport,Cyprus,2013,619.936
transport,Cyprus,2014,599.542
transport,Cyprus,2015,621.949
transport,Cyprus,2016,658.147
transport,Cyprus,2017,681.155
transport,Cyprus,2018,684.771
transport,Cyprus,2019,692.28
transport,Cyprus,2020,617.279
transport,Czechia,2009,6220.839
transport,Czechia,2010,5916.11
transport,Czechia,2011,5935.592
transport,Czechia,2012,5788.889
transport,Czechia,2013,5738.681
transport,Czechia,2014,5948.768
transport,Czechia,2015,6195.22
transport,Czechia,2016,6417.093
transport,Czechia,2017,6617.264
transport,Czechia,2018,6659.891
transport,Czechia,2019,6778.778
transport,Czechia,2020,6378.679
transport,Germany (until 1990 former territory of the FRG),2009,52532.628
transport,Germany (until 1990 former territory of the FRG),2010,53143.376
transport,Germany (until 1990 former territory of the FRG),2011,53638.674
transport,Germany (until 1990 former territory of the FRG),2012,53259.098
transport,Germany (until 1990 former territory of the FRG),2013,54240.042
transport,Germany (until 1990 former territory of the FRG),2014,55445.775
transport,Germany (until 1990 former territory of the FRG),2015,55144.756
transport,Germany (until 1990 former territory of the FRG),2016,56556.589
transport,Germany (until 1990 former territory of the FRG),2017,57247.225
transport,Germany (until 1990 former territory of the FRG),2018,55470.398
transport,Germany (until 1990 former territory of the FRG),2019,56220.462
transport,Germany (until 1990 former territory of the FRG),2020,50965.833
transport,Denmark,2009,4387.797
transport,Denmark,2010,4351.728
transport,Denmark,2011,4340.893
transport,Denmark,2012,4064.881
transport,Denmark,2013,3997.071
transport,Denmark,2014,4031.418
transport,Denmark,2015,4217.267
transport,Denmark,2016,4274.602
transport,Denmark,2017,4264.461
transport,Denmark,2018,4308.604
transport,Denmark,2019,4236.178
transport,Denmark,2020,3937.089
transport,Estonia,2009,713.25
transport,Estonia,2010,754.608
transport,Estonia,2011,749.262
transport,Estonia,2012,757.812
transport,Estonia,2013,739.198
transport,Estonia,2014,741.51
transport,Estonia,2015,760.004
transport,Estonia,2016,776.895
transport,Estonia,2017,803.862
transport,Estonia,2018,832.121
transport,Estonia,2019,831.979
transport,Estonia,2020,792.765
transport,Greece,2009,8354.058
transport,Greece,2010,7476.887
transport,Greece,2011,6705.525
transport,Greece,2012,5615.546
transport,Greece,2013,5608.77
transport,Greece,2014,5635.497
transport,Greece,2015,5753.399
transport,Greece,2016,5897.048
transport,Greece,2017,5815.313
transport,Greece,2018,5897.204
transport,Greece,2019,6045.183
transport,Greece,2020,5141.857
transport,Spain,2009,34807.408
transport,Spain,2010,34247.277
transport,Spain,2011,32463.578
transport,Spain,2012,29785.944
transport,Spain,2013,28189.828
transport,Spain,2014,28413.265
transport,Spain,2015,29426.255
transport,Spain,2016,30616.378
transport,Spain,2017,31731.648
transport,Spain,2018,32531.635
transport,Spain,2019,32951.155
transport,Spain,2020,26162.033
transport,Finland,2009,4131.599
transport,Finland,2010,4304.201
transport,Finland,2011,4300.51
transport,Finland,2012,4197.694
transport,Finland,2013,4209.977
transport,Finland,2014,4113.791
transport,Finland,2015,4105.519
transport,Finland,2016,4180.495
transport,Finland,2017,4194.606
transport,Finland,2018,4242.019
transport,Finland,2019,4178.236
transport,Finland,2020,3882.493
transport,France,2009,43544.413
transport,France,2010,43568.598
transport,France,2011,45242.109
transport,France,2012,45123.116
transport,France,2013,44815.853
transport,France,2014,45076.465
transport,France,2015,45539.463
transport,France,2016,45704.835
transport,France,2017,46056.598
transport,France,2018,45104.155
transport,France,2019,45100.234
transport,France,2020,38218.653
transport,Georgia,2013,1110.934
transport,Georgia,2014,1256.162
transport,Georgia,2015,1365.34
transport,Georgia,2016,1524.342
transport,Georgia,2017,1384.402
transport,Georgia,2018,1352.728
transport,Georgia,2019,1404.052
transport,Georgia,2020,1340.38
transport,Croatia,2009,2068.966
transport,Croatia,2010,1981.14
transport,Croatia,2011,1942.858
transport,Croatia,2012,1904.545
transport,Croatia,2013,1925.168
transport,Croatia,2014,1901.456
transport,Croatia,2015,1997.376
transport,Croatia,2016,2044.565
transport,Croatia,2017,2196.674
transport,Croatia,2018,2146.863
transport,Croatia,2019,2235.149
transport,Croatia,2020,1968.602
transport,Hungary,2009,4480.534
transport,Hungary,2010,4089.374
transport,Hungary,2011,3812.948
transport,Hungary,2012,3692.233
transport,Hungary,2013,3459.986
transport,Hungary,2014,3873.295
transport,Hungary,2015,4181.253
transport,Hungary,2016,4261.874
transport,Hungary,2017,4496.778
transport,Hungary,2018,4790.228
transport,Hungary,2019,5070.454
transport,Hungary,2020,4459.34
transport,Ireland,2009,4162.232
transport,Ireland,2010,3907.952
transport,Ireland,2011,3706.343
transport,Ireland,2012,3626.675
transport,Ireland,2013,3687.125
transport,Ireland,2014,3837.779
transport,Ireland,2015,3886.285
transport,Ireland,2016,4098.209
transport,Ireland,2017,4052.02
transport,Ireland,2018,4096.898
transport,Ireland,2019,4123.935
transport,Ireland,2020,3478.749
transport,Iceland,2009,299.921
transport,Iceland,2010,284.454
transport,Iceland,2011,275.915
transport,Iceland,2012,270.221
transport,Iceland,2013,277.329
transport,Iceland,2014,278.661
transport,Iceland,2015,300.785
transport,Iceland,2016,333.071
transport,Iceland,2017,352.87
transport,Iceland,2018,369.539
transport,Iceland,2019,360.095
transport,Iceland,2020,305.373
transport,Italy,2009,39131.363
transport,Italy,2010,38566.288
transport,Italy,2011,38572.097
transport,Italy,2012,36348.734
transport,Italy,2013,35701.272
transport,Italy,2014,37009.372
transport,Italy,2015,36374.374
transport,Italy,2016,35814.501
transport,Italy,2017,34525.408
transport,Italy,2018,35579.484
transport,Italy,2019,35861.202
transport,Italy,2020,28976.458
transport,Lithuania,2009,1465.602
transport,Lithuania,2010,1497.054
transport,Lithuania,2011,1483.642
transport,Lithuania,2012,1508.424
transport,Lithuania,2013,1502.068
transport,Lithuania,2014,1662.623
transport,Lithuania,2015,1750.186
transport,Lithuania,2016,1864.513
transport,Lithuania,2017,1960.025
transport,Lithuania,2018,2081.494
transport,Lithuania,2019,2150.671
transport,Lithuania,2020,2126.456
transport,Luxembourg,2009,2060.482
transport,Luxembourg,2010,2176.135
transport,Luxembourg,2011,2307.877
transport,Luxembourg,2012,2207.321
transport,Luxembourg,2013,2166.737
transport,Luxembourg,2014,2086.962
transport,Luxembourg,2015,1958.228
transport,Luxembourg,2016,1907.236
transport,Luxembourg,2017,1966.428
transport,Luxembourg,2018,2101.34
transport,Luxembourg,2019,2153.407
transport,Luxembourg,2020,1668.44
transport,Latvia,2009,1038.946
transport,Latvia,2010,1083.453
transport,Latvia,2011,964.755
transport,Latvia,2012,929.636
transport,Latvia,2013,939.54
transport,Latvia,2014,982.367
transport,Latvia,2015,1037.65
transport,Latvia,2016,1033.562
transport,Latvia,2017,1080.824
transport,Latvia,2018,1108.725
transport,Latvia,2019,1098.869
transport,Latvia,2020,1045.5
transport,Moldova,2010,580.411
transport,Moldova,2011,620.914
transport,Moldova,2012,546.328
transport,Moldova,2013,573.806
transport,Moldova,2014,593.361
transport,Moldova,2015,648.6
transport,Moldova,2016,682.37
transport,Moldova,2017,687.658
transport,Moldova,2018,700.196
transport,Moldova,2019,717.605
transport,Moldova,2020,667.422
transport,Montenegro,2009,209.464
transport,Montenegro,2010,229.896
transport,Montenegro,2011,213.102
transport,Montenegro,2012,202.848
transport,Montenegro,2013,165.309
transport,Montenegro,2014,162.866
transport,Montenegro,2015,186.645
transport,Montenegro,2016,219.419
transport,Montenegro,2017,235.525
transport,Montenegro,2018,252.719
transport,Montenegro,2019,265.685
transport,Montenegro,2020,225.951
transport,North Macedonia,2009,434.746
transport,North Macedonia,2010,454.289
transport,North Macedonia,2011,475.33
transport,North Macedonia,2012,453.275
transport,North Macedonia,2013,514.739
transport,North Macedonia,2014,537.47
transport,North Macedonia,2015,596.422
transport,North Macedonia,2016,679.961
transport,North Macedonia,2017,705.735
transport,North Macedonia,2018,705.468
transport,North Macedonia,2019,762.509
transport,North Macedonia,2020,646.867
transport,Malta,2009,169.39
transport,Malta,2010,185.188
transport,Malta,2011,183.239
transport,Malta,2012,181.194
transport,Malta,2013,183.709
transport,Malta,2014,187.942
transport,Malta,2015,199.764
transport,Malta,2016,199.742
transport,Malta,2017,207.327
transport,Malta,2018,231.472
transport,Malta,2019,246.232
transport,Malta,2020,202.598
transport,Netherlands,2009,11596.581
transport,Netherlands,2010,11656.504
transport,Netherlands,2011,11786.205
transport,Netherlands,2012,11278.336
transport,Netherlands,2013,10984.586
transport,Netherlands,2014,10261.81
transport,Netherlands,2015,10408.128
transport,Netherlands,2016,10408.003
transport,Netherlands,2017,10611.031
transport,Netherlands,2018,10951.856
transport,Netherlands,2019,10876.185
transport,Netherlands,2020,9299.42
transport,Norway,2009,4681.502
transport,Norway,2010,4859.965
transport,Norway,2011,4852.894
transport,Norway,2012,4918.933
transport,Norway,2013,4893.947
transport,Norway,2014,5018.371
transport,Norway,2015,4987.372
transport,Norway,2016,4997.161
transport,Norway,2017,4913.693
transport,Norway,2018,4780.121
transport,Norway,2019,4836.364
transport,Norway,2020,4516.03
transport,Poland,2009,16162.094
transport,Poland,2010,17187.318
transport,Poland,2011,17408.462
transport,Poland,2012,16680.367
transport,Poland,2013,15744.034
transport,Poland,2014,15804.963
transport,Poland,2015,16561.073
transport,Poland,2016,18557.186
transport,Poland,2017,21431.698
transport,Poland,2018,22349.398
transport,Poland,2019,22782.296
transport,Poland,2020,21778.636
transport,Portugal,2009,6506.562
transport,Portugal,2010,6465.711
transport,Portugal,2011,6002.257
transport,Portugal,2012,5531.309
transport,Portugal,2013,5435.469
transport,Portugal,2014,5464.228
transport,Portugal,2015,5555.183
transport,Portugal,2016,5690.973
transport,Portugal,2017,5788.829
transport,Portugal,2018,5848.197
transport,Portugal,2019,5983.256
transport,Portugal,2020,5009.318
transport,Romania,2009,5268.425
transport,Romania,2010,4965.841
transport,Romania,2011,5212.55
transport,Romania,2012,5314.735
transport,Romania,2013,5188.743
transport,Romania,2014,5266.333
transport,Romania,2015,5337.702
transport,Romania,2016,5738.034
transport,Romania,2017,6149.188
transport,Romania,2018,6303.748
transport,Romania,2019,6571.907
transport,Romania,2020,6460.8
transport,Serbia,2009,2248.467
transport,Serbia,2010,2230.695
transport,Serbia,2011,2042.18
transport,Serbia,2012,1806.836
transport,Serbia,2013,1972.215
transport,Serbia,2014,2041.408
transport,Serbia,2015,1986.102
transport,Serbia,2016,2029.445
transport,Serbia,2017,2113.345
transport,Serbia,2018,2136.951
transport,Serbia,2019,2306.862
transport,Serbia,2020,2196.88
transport,Sweden,2009,7375.187
transport,Sweden,2010,7502.59
transport,Sweden,2011,7510.93
transport,Sweden,2012,7232.473
transport,Sweden,2013,7148.502
transport,Sweden,2014,7145.92
transport,Sweden,2015,7295.5
transport,Sweden,2016,7224.832
transport,Sweden,2017,7307.861
transport,Sweden,2018,7127.429
transport,Sweden,2019,7028.281
transport,Sweden,2020,6619.716
transport,Slovenia,2009,1719.587
transport,Slovenia,2010,1778.392
transport,Slovenia,2011,1882.202
transport,Slovenia,2012,1899.103
transport,Slovenia,2013,1809.666
transport,Slovenia,2014,1794.9
transport,Slovenia,2015,1772.57
transport,Slovenia,2016,1882.533
transport,Slovenia,2017,1934.203
transport,Slovenia,2018,1974.63
transport,Slovenia,2019,1926.584
transport,Slovenia,2020,1583.246
transport,Slovakia,2009,2314.2
transport,Slovakia,2010,2595.378
transport,Slovakia,2011,2596.766
transport,Slovakia,2012,2299.84
transport,Slovakia,2013,2308.716
transport,Slovakia,2014,2176.422
transport,Slovakia,2015,2168.799
transport,Slovakia,2016,2429.877
transport,Slovakia,2017,2772.655
transport,Slovakia,2018,2744.051
transport,Slovakia,2019,2789.729
transport,Slovakia,2020,2487.886
transport,Turkey,2009,15119.965
transport,Turkey,2010,14813.898
transport,Turkey,2011,15036.935
transport,Turkey,2012,17724.906
transport,Turkey,2013,19638.094
transport,Turkey,2014,20972.194
transport,Turkey,2015,24502.533
transport,Turkey,2016,27030.056
transport,Turkey,2017,28305.848
transport,Turkey,2018,28607.306
transport,Turkey,2019,28388.778
transport,Turkey,2020,26664.835
transport,Ukraine,2009,12792.577
transport,Ukraine,2010,12917.129
transport,Ukraine,2011,12875.18
transport,Ukraine,2012,11772.36
transport,Ukraine,2013,11848.904
transport,Ukraine,2014,10299.778
transport,Ukraine,2015,8721.254
transport,Ukraine,2016,9133.661
transport,Ukraine,2017,9590.778
transport,Ukraine,2018,9417.827
transport,Ukraine,2019,10029.097
transport,Ukraine,2020,8017.678
transport,United Kingdom,2009,41069.453
transport,United Kingdom,2010,40437.3
transport,United Kingdom,2011,39907.728
transport,United Kingdom,2012,39748.786
transport,United Kingdom,2013,39491.557
transport,United Kingdom,2014,40108.27
transport,United Kingdom,2015,40889.253
transport,United Kingdom,2016,41819.63
transport,United Kingdom,2017,41928.904
transport,United Kingdom,2018,41759.75
transport,United Kingdom,2019,41463.198
transport,Kosovo (under United Nations Security Council Resolution 1244/99),2009,341.556
transport,Kosovo (under United Nations Security Council Resolution 1244/99),2010,319.647
transport,Kosovo (under United Nations Security Council Resolution 1244/99),2011,330.601
transport,Kosovo (under United Nations Security Council Resolution 1244/99),2012,333.486
transport,Kosovo (under United Nations Security Council Resolution 1244/99),2013,270.401
transport,Kosovo (under United Nations Security Council Resolution 1244/99),2014,344.017
transport,Kosovo (under United Nations Security Council Resolution 1244/99),2015,380.384
transport,Kosovo (under United Nations Security Council Resolution 1244/99),2016,395.981
transport,Kosovo (under United Nations Security Council Resolution 1244/99),2017,410.191
transport,Kosovo (under United Nations Security Council Resolution 1244/99),2018,429.875
transport,Kosovo (under United Nations Security Council Resolution 1244/99),2019,428.184
transport,Kosovo (under United Nations Security Council Resolution 1244/99),2020,421.572
industry,Albania,2009,282.307
industry,Albania,2010,354.766
industry,Albania,2011,379.51
industry,Albania,2012,276.839
industry,Albania,2013,281.451
industry,Albania,2014,372.768
industry,Albania,2015,301.176
industry,Albania,2016,285.923
industry,Albania,2017,405.514
industry,Albania,2018,457.432
industry,Albania,2019,366.407
industry,Albania,2020,385.24
industry,Austria,2009,7126.442
industry,Austria,2010,7567.819
industry,Austria,2011,7597.055
industry,Austria,2012,7654.898
industry,Austria,2013,7493.815
industry,Austria,2014,7341.643
industry,Austria,2015,7365.049
industry,Austria,2016,7608.787
industry,Austria,2017,7629.492
industry,Austria,2018,7559.531
industry,Austria,2019,7542.72
industry,Austria,2020,7322.451
industry,Bosnia and Herzegovina,2014,717.286
industry,Bosnia and Herzegovina,2015,756.627
industry,Bosnia and Herzegovina,2016,754.104
industry,Bosnia and Herzegovina,2017,828.931
industry,Bosnia and Herzegovina,2018,863.498
industry,Bosnia and Herzegovina,2019,737.688
industry,Bosnia and Herzegovina,2020,604.742
industry,Belgium,2009,9646.804
industry,Belgium,2010,10956.415
industry,Belgium,2011,10560.732
industry,Belgium,2012,10535.124
industry,Belgium,2013,10770.704
industry,Belgium,2014,10605.158
industry,Belgium,2015,10609.864
industry,Belgium,2016,10663.329
industry,Belgium,2017,10468.998
industry,Belgium,2018,10707.991
industry,Belgium,2019,10334.863
industry,Belgium,2020,10023.236
industry,Bulgaria,2009,2442.063
industry,Bulgaria,2010,2549.961
industry,Bulgaria,2011,2696.44
industry,Bulgaria,2012,2566.576
industry,Bulgaria,2013,2595.527
industry,Bulgaria,2014,2617.523
industry,Bulgaria,2015,2719.641
industry,Bulgaria,2016,2655.459
industry,Bulgaria,2017,2757.516
industry,Bulgaria,2018,2736.144
industry,Bulgaria,2019,2678.806
industry,Bulgaria,2020,2646.35
industry,Cyprus,2009,261.129
industry,Cyprus,2010,236.322
industry,Cyprus,2011,210.304
industry,Cyprus,2012,173.464
industry,Cyprus,2013,186.089
industry,Cyprus,2014,225.539
industry,Cyprus,2015,211.592
industry,Cyprus,2016,215.369
industry,Cyprus,2017,234.2
industry,Cyprus,2018,227.688
industry,Cyprus,2019,228.648
industry,Cyprus,2020,244.646
industry,Czechia,2009,7355.363
industry,Czechia,2010,6888.698
industry,Czechia,2011,6770.87
industry,Czechia,2012,6721.828
industry,Czechia,2013,6421.714
industry,Czechia,2014,6325.607
industry,Czechia,2015,6471.744
industry,Czechia,2016,6407.645
industry,Czechia,2017,6729.23
industry,Czechia,2018,6694.234
industry,Czechia,2019,6613.436
industry,Czechia,2020,6554.352
industry,Germany (until 1990 former territory of the FRG),2009,50487.292
industry,Germany (until 1990 former territory of the FRG),2010,56668.914
industry,Germany (until 1990 former territory of the FRG),2011,57409.744
industry,Germany (until 1990 former territory of the FRG),2012,56712.955
industry,Germany (until 1990 former territory of the FRG),2013,56347.486
industry,Germany (until 1990 former territory of the FRG),2014,55725.644
industry,Germany (until 1990 former territory of the FRG),2015,56067.59
industry,Germany (until 1990 former territory of the FRG),2016,56677.082
industry,Germany (until 1990 former territory of the FRG),2017,57146.089
industry,Germany (until 1990 former territory of the FRG),2018,57090.092
industry,Germany (until 1990 former territory of the FRG),2019,55649.346
industry,Germany (until 1990 former territory of the FRG),2020,54188.966
industry,Denmark,2009,2353.089
industry,Denmark,2010,2447.235
industry,Denmark,2011,2442.845
industry,Denmark,2012,2303.859
industry,Denmark,2013,2179.683
industry,Denmark,2014,2120.897
industry,Denmark,2015,2109.643
industry,Denmark,2016,2165.897
industry,Denmark,2017,2284.765
industry,Denmark,2018,2318.721
industry,Denmark,2019,2257.326
industry,Denmark,2020,2304.254
industry,Estonia,2009,529.854
industry,Estonia,2010,577.671
industry,Estonia,2011,586.045
industry,Estonia,2012,564.247
industry,Estonia,2013,639.597
industry,Estonia,2014,555.819
industry,Estonia,2015,535.033
industry,Estonia,2016,457.757
industry,Estonia,2017,462.926
industry,Estonia,2018,487.808
industry,Estonia,2019,459.267
industry,Estonia,2020,407.97
industry,Greece,2009,3462.364
industry,Greece,2010,3472.811
industry,Greece,2011,3322.823
industry,Greece,2012,2995.491
industry,Greece,2013,2835.531
industry,Greece,2014,3088.3
industry,Greece,2015,3128.446
industry,Greece,2016,3073.122
industry,Greece,2017,2762.817
industry,Greece,2018,2738.854
industry,Greece,2019,2587.606
industry,Greece,2020,2523.498
industry,Spain,2009,20698.891
industry,Spain,2010,20781.483
industry,Spain,2011,20627.827
industry,Spain,2012,20107.728
industry,Spain,2013,19601.617
industry,Spain,2014,19311.864
industry,Spain,2015,18691.281
industry,Spain,2016,19897.234
industry,Spain,2017,20394.457
industry,Spain,2018,20666.439
industry,Spain,2019,20642.726
industry,Spain,2020,18840.56
industry,Finland,2009,9373.885
industry,Finland,2010,10714.785
industry,Finland,2011,10520.526
industry,Finland,2012,10235.612
industry,Finland,2013,10270.316
industry,Finland,2014,10218.631
industry,Finland,2015,10208.687
industry,Finland,2016,10531.027
industry,Finland,2017,10696.042
industry,Finland,2018,11065.527
industry,Finland,2019,10963.152
industry,Finland,2020,10248.233
industry,France,2009,26277.824
industry,France,2010,27739.167
industry,France,2011,29667.704
industry,France,2012,29419.823
industry,France,2013,29384.605
industry,France,2014,28116.135
industry,France,2015,27886.627
industry,France,2016,28584.483
industry,France,2017,27589.636
industry,France,2018,28197.729
industry,France,2019,27500.35
industry,France,2020,25798.379
industry,Georgia,2013,732.824
industry,Georgia,2014,759.094
industry,Georgia,2015,776.551
industry,Georgia,2016,747.355
industry,Georgia,2017,836.142
industry,Georgia,2018,868.278
industry,Georgia,2019,822.425
industry,Georgia,2020,783.177
industry,Croatia,2009,1372.061
industry,Croatia,2010,1329.298
industry,Croatia,2011,1246.281
industry,Croatia,2012,1098.882
industry,Croatia,2013,1075.385
industry,Croatia,2014,1066.757
industry,Croatia,2015,1056.526
industry,Croatia,2016,1057.393
industry,Croatia,2017,1148.118
industry,Croatia,2018,1161.853
industry,Croatia,2019,1172.434
industry,Croatia,2020,1171.209
industry,Hungary,2009,2424.57
industry,Hungary,2010,2604.791
industry,Hungary,2011,2998.149
industry,Hungary,2012,3182.392
industry,Hungary,2013,3725.701
industry,Hungary,2014,3705.025
industry,Hungary,2015,3867.221
industry,Hungary,2016,3995.724
industry,Hungary,2017,4282.774
industry,Hungary,2018,4453.878
industry,Hungary,2019,4460.455
industry,Hungary,2020,4431.346
industry,Ireland,2009,1852.092
industry,Ireland,2010,1854.207
industry,Ireland,2011,1730.153
industry,Ireland,2012,1727.191
industry,Ireland,2013,1806.749
industry,Ireland,2014,1994.607
industry,Ireland,2015,2006.61
industry,Ireland,2016,2082.813
industry,Ireland,2017,2164.59
industry,Ireland,2018,2259.307
industry,Ireland,2019,2248.457
industry,Ireland,2020,2166.932
industry,Iceland,2009,1307.81
industry,Iceland,2010,1299.919
industry,Iceland,2011,1324.183
industry,Iceland,2012,1359.322
industry,Iceland,2013,1424.41
industry,Iceland,2014,1442.055
industry,Iceland,2015,1460.048
industry,Iceland,2016,1344.211
industry,Iceland,2017,1394.304
industry,Iceland,2018,1401.396
industry,Iceland,2019,1315.423
industry,Iceland,2020,1298.425
industry,Italy,2009,28552.887
industry,Italy,2010,29014.718
industry,Italy,2011,27744.858
industry,Italy,2012,26948.704
industry,Italy,2013,25353.587
industry,Italy,2014,24739.085
industry,Italy,2015,24853.372
industry,Italy,2016,25088.949
industry,Italy,2017,24925.749
industry,Italy,2018,24663.854
industry,Italy,2019,24928.486
industry,Italy,2020,23861.103
industry,Lithuania,2009,872.141
industry,Lithuania,2010,949.629
industry,Lithuania,2011,1013.346
industry,Lithuania,2012,1071.759
industry,Lithuania,2013,1037.327
industry,Lithuania,2014,1033.722
industry,Lithuania,2015,982.755
industry,Lithuania,2016,988.969
industry,Lithuania,2017,1070.927
industry,Lithuania,2018,1106.588
industry,Lithuania,2019,1113.763
industry,Lithuania,2020,1024.34
industry,Luxembourg,2009,675.084
industry,Luxembourg,2010,753.212
industry,Luxembourg,2011,738.941
industry,Luxembourg,2012,693.133
industry,Luxembourg,2013,662.241
industry,Luxembourg,2014,662.991
industry,Luxembourg,2015,645.852
industry,Luxembourg,2016,672.673
industry,Luxembourg,2017,630.695
industry,Luxembourg,2018,648.871
industry,Luxembourg,2019,631.731
industry,Luxembourg,2020,584.698
industry,Latvia,2009,651.715
industry,Latvia,2010,773.847
industry,Latvia,2011,747.755
industry,Latvia,2012,827.436
industry,Latvia,2013,767.643
industry,Latvia,2014,791.158
industry,Latvia,2015,787.78
industry,Latvia,2016,748.954
industry,Latvia,2017,793.356
industry,Latvia,2018,897.892
industry,Latvia,2019,852.758
industry,Latvia,2020,870.923
industry,Moldova,2010,224.763
industry,Moldova,2011,232.392
industry,Moldova,2012,234.103
industry,Moldova,2013,250.298
industry,Moldova,2014,227.156
industry,Moldova,2015,212.33
industry,Moldova,2016,196.056
industry,Moldova,2017,211.736
industry,Moldova,2018,248.859
industry,Moldova,2019,231.631
industry,Moldova,2020,224.29
industry,Montenegro,2009,233.276
industry,Montenegro,2010,199.25
industry,Montenegro,2011,226.735
industry,Montenegro,2012,203.208
industry,Montenegro,2013,183.351
industry,Montenegro,2014,133.191
industry,Montenegro,2015,131.817
industry,Montenegro,2016,120.024
industry,Montenegro,2017,139.009
industry,Montenegro,2018,135.524
industry,Montenegro,2019,137.222
industry,Montenegro,2020,133.129
industry,North Macedonia,2009,427.237
industry,North Macedonia,2010,542.23
industry,North Macedonia,2011,633.919
industry,North Macedonia,2012,579.083
industry,North Macedonia,2013,555.332
industry,North Macedonia,2014,517.614
industry,North Macedonia,2015,474.779
industry,North Macedonia,2016,441.263
industry,North Macedonia,2017,388.256
industry,North Macedonia,2018,412.335
industry,North Macedonia,2019,450.049
industry,North Macedonia,2020,463.322
industry,Malta,2009,51.93
industry,Malta,2010,44.12
industry,Malta,2011,39.867
industry,Malta,2012,43.762
industry,Malta,2013,52.23
industry,Malta,2014,55.495
industry,Malta,2015,55.139
industry,Malta,2016,54.925
industry,Malta,2017,57.156
industry,Malta,2018,54.883
industry,Malta,2019,56.767
industry,Malta,2020,58.423
industry,Netherlands,2009,13364.817
industry,Netherlands,2010,14419.099
industry,Netherlands,2011,13868.099
industry,Netherlands,2012,13680.315
industry,Netherlands,2013,13501.601
industry,Netherlands,2014,13236.577
industry,Netherlands,2015,12922.328
industry,Netherlands,2016,13547.016
industry,Netherlands,2017,13612.266
industry,Netherlands,2018,13465.281
industry,Netherlands,2019,13043.89
industry,Netherlands,2020,13118.37
industry,Norway,2009,5491.896
industry,Norway,2010,6253.211
industry,Norway,2011,6250.184
industry,Norway,2012,6033.135
industry,Norway,2013,6049.522
industry,Norway,2014,5942.082
industry,Norway,2015,5984.277
industry,Norway,2016,5993.18
industry,Norway,2017,6103.478
industry,Norway,2018,6248.278
industry,Norway,2019,6258.222
industry,Norway,2020,6321.49
industry,Poland,2009,12823.318
industry,Poland,2010,13499.29
industry,Poland,2011,13961.482
industry,Poland,2012,13733.264
industry,Poland,2013,14210.705
industry,Poland,2014,14153.252
industry,Poland,2015,14095.62
industry,Poland,2016,14652.42
industry,Poland,2017,15819.88
industry,Poland,2018,16327.935
industry,Poland,2019,16492.204
industry,Poland,2020,15921.165
industry,Portugal,2009,5213.596
industry,Portugal,2010,5456.022
industry,Portugal,2011,5351.641
industry,Portugal,2012,4606.171
industry,Portugal,2013,4598.647
industry,Portugal,2014,4405.499
industry,Portugal,2015,4411.521
industry,Portugal,2016,4381.447
industry,Portugal,2017,4525.297
industry,Portugal,2018,4554.961
industry,Portugal,2019,4618.957
industry,Portugal,2020,4503.027
industry,Romania,2009,6144.626
industry,Romania,2010,6484.195
industry,Romania,2011,7059.692
industry,Romania,2012,6748.255
industry,Romania,2013,6272.845
industry,Romania,2014,6427.425
industry,Romania,2015,6418.898
industry,Romania,2016,6263.796
industry,Romania,2017,6437.729
industry,Romania,2018,6612.433
industry,Romania,2019,6661.063
industry,Romania,2020,6437.031
industry,Serbia,2009,1992.663
industry,Serbia,2010,2428.856
industry,Serbia,2011,2740.411
industry,Serbia,2012,2463.907
industry,Serbia,2013,2395.892
