year,source,target,value
2015,electricity_imports,Italy,50849.0
2016,electricity_imports,Italy,43181.0
2017,electricity_imports,Italy,42894.881
2018,electricity_imports,Italy,47170.204
2019,electricity_imports,Italy,43974.94
2020,electricity_imports,Italy,39789.94
total,electricity_imports,Italy,451870.965
2011,electricity_imports,Cyprus,0.0
2012,electricity_imports,Cyprus,0.0
2013,electricity_imports,Cyprus,0.0
2014,electricity_imports,Cyprus,0.0
2015,electricity_imports,Cyprus,0.0
2016,electricity_imports,Cyprus,0.0
2017,electricity_imports,Cyprus,0.0
2018,electricity_imports,Cyprus,0.0
2019,electricity_imports,Cyprus,0.0
2020,electricity_imports,Cyprus,0.0
total,electricity_imports,Cyprus,0.0
2011,electricity_imports,Latvia,4009.0
2012,electricity_imports,Latvia,4935.0
2013,electricity_imports,Latvia,5005.0
2014,electricity_imports,Latvia,5340.0
2015,electricity_imports,Latvia,5246.0
2016,electricity_imports,Latvia,4828.0
2017,electricity_imports,Latvia,4072.912
2018,electricity_imports,Latvia,5173.682
2019,electricity_imports,Latvia,4610.761
2020,electricity_imports,Latvia,4173.365
total,electricity_imports,Latvia,47393.72
2011,electricity_imports,Lithuania,8086.0
2012,electricity_imports,Lithuania,8060.0
2013,electricity_imports,Lithuania,8073.0
2014,electricity_imports,Lithuania,8521.0
2015,electricity_imports,Lithuania,7938.0
2016,electricity_imports,Lithuania,11106.0
2017,electricity_imports,Lithuania,11926.2
2018,electricity_imports,Lithuania,12847.5
2019,electricity_imports,Lithuania,13267.9
2020,electricity_imports,Lithuania,12013.4
total,electricity_imports,Lithuania,101839.0
2011,electricity_imports,Luxembourg,7096.34
2012,electricity_imports,Luxembourg,6732.098
2013,electricity_imports,Luxembourg,6851.524
2014,electricity_imports,Luxembourg,6961.176
2015,electricity_imports,Luxembourg,7518.755
2016,electricity_imports,Luxembourg,7718.393
2017,electricity_imports,Luxembourg,7566.69
2018,electricity_imports,Luxembourg,7553.012
2019,electricity_imports,Luxembourg,6817.52
2020,electricity_imports,Luxembourg,6543.493
total,electricity_imports,Luxembourg,71359.001
2011,electricity_imports,Hungary,14664.0
2012,electricity_imports,Hungary,16970.0
2013,electricity_imports,Hungary,16635.0
2014,electricity_imports,Hungary,19079.0
2015,electricity_imports,Hungary,19935.0
2016,electricity_imports,Hungary,17951.0
2017,electricity_imports,Hungary,19803.0
2018,electricity_imports,Hungary,18613.0
2019,electricity_imports,Hungary,19853.0
2020,electricity_imports,Hungary,19176.0
total,electricity_imports,Hungary,182679.0
2011,electricity_imports,Malta,0.0
2012,electricity_imports,Malta,0.0
2013,electricity_imports,Malta,0.0
2014,electricity_imports,Malta,0.0
2015,electricity_imports,Malta,1054.0
2016,electricity_imports,Malta,1526.688
2017,electricity_imports,Malta,897.066
2018,electricity_imports,Malta,631.293
2019,electricity_imports,Malta,656.756
2020,electricity_imports,Malta,419.81
total,electricity_imports,Malta,5185.613
2011,electricity_imports,Netherlands,20620.0
2012,electricity_imports,Netherlands,32156.0
2013,electricity_imports,Netherlands,33252.0
2014,electricity_imports,Netherlands,32855.0
2015,electricity_imports,Netherlands,30760.009
2016,electricity_imports,Netherlands,24257.626
2017,electricity_imports,Netherlands,22457.715
2018,electricity_imports,Netherlands,26754.59
2019,electricity_imports,Netherlands,20402.855
2020,electricity_imports,Netherlands,19773.283
total,electricity_imports,Netherlands,263289.078
2011,electricity_imports,Austria,24976.711
2012,electricity_imports,Austria,23429.715
2013,electricity_imports,Austria,24959.57
2014,electricity_imports,Austria,26711.723
2015,electricity_imports,Austria,29389.163
2016,electricity_imports,Austria,26366.16
2017,electricity_imports,Austria,29362.427
2018,electricity_imports,Austria,28076.136
2019,electricity_imports,Austria,26046.847
2020,electricity_imports,Austria,24522.492
total,electricity_imports,Austria,263840.944
2011,electricity_imports,Poland,6780.0
2012,electricity_imports,Poland,9803.0
2013,electricity_imports,Poland,7801.0
2014,electricity_imports,Poland,13508.0
2015,electricity_imports,Poland,14459.0
2016,electricity_imports,Poland,14017.0
2017,electricity_imports,Poland,13271.0
2018,electricity_imports,Poland,13815.804
2019,electricity_imports,Poland,17868.327
2020,electricity_imports,Poland,20624.119
total,electricity_imports,Poland,131947.25
2011,electricity_imports,Portugal,6742.0
2012,electricity_imports,Portugal,10766.0
2013,electricity_imports,Portugal,8100.0
2014,electricity_imports,Portugal,7247.0
2015,electricity_imports,Portugal,8077.0
2016,electricity_imports,Portugal,4616.0
2017,electricity_imports,Portugal,5505.732
2018,electricity_imports,Portugal,5667.568
2019,electricity_imports,Portugal,8099.208
2020,electricity_imports,Portugal,7553.113
total,electricity_imports,Portugal,72373.621
2011,electricity_imports,Romania,3410.0
2012,electricity_imports,Romania,3903.0
2013,electricity_imports,Romania,2737.0
2014,electricity_imports,Romania,2811.0
2015,electricity_imports,Romania,4492.0
2016,electricity_imports,Romania,4177.0
2017,electricity_imports,Romania,4841.754
2018,electricity_imports,Romania,3696.594
2019,electricity_imports,Romania,5492.633
2020,electricity_imports,Romania,8251.648
total,electricity_imports,Romania,43812.629
2011,electricity_imports,Slovenia,7036.0
2012,electricity_imports,Slovenia,7452.0
2013,electricity_imports,Slovenia,7521.0
2014,electricity_imports,Slovenia,7254.0
2015,electricity_imports,Slovenia,9045.0
2016,electricity_imports,Slovenia,8359.0
2017,electricity_imports,Slovenia,9132.532
2018,electricity_imports,Slovenia,8930.239
2019,electricity_imports,Slovenia,9021.273
2020,electricity_imports,Slovenia,7119.95
total,electricity_imports,Slovenia,80870.994
2011,electricity_imports,Slovakia,11227.0
2012,electricity_imports,Slovakia,13472.0
2013,electricity_imports,Slovakia,10719.0
2014,electricity_imports,Slovakia,12964.0
2015,electricity_imports,Slovakia,14999.0
2016,electricity_imports,Slovakia,13249.0
2017,electricity_imports,Slovakia,15563.0
2018,electricity_imports,Slovakia,12428.0
2019,electricity_imports,Slovakia,13538.0
2020,electricity_imports,Slovakia,13289.0
total,electricity_imports,Slovakia,131448.0
2011,electricity_imports,Finland,17656.0
2012,electricity_imports,Finland,19089.0
2013,electricity_imports,Finland,17591.0
2014,electricity_imports,Finland,21622.0
2015,electricity_imports,Finland,21459.0
2016,electricity_imports,Finland,22110.0
2017,electricity_imports,Finland,22204.0
2018,electricity_imports,Finland,22548.0
2019,electricity_imports,Finland,23938.0
2020,electricity_imports,Finland,21647.0
total,electricity_imports,Finland,209864.0
2011,electricity_imports,Sweden,12481.0
2012,electricity_imports,Sweden,11682.0
2013,electricity_imports,Sweden,12674.0
2014,electricity_imports,Sweden,13852.0
2015,electricity_imports,Sweden,9294.0
2016,electricity_imports,Sweden,14287.0
2017,electricity_imports,Sweden,11896.0
2018,electricity_imports,Sweden,12202.0
2019,electricity_imports,Sweden,9070.0
2020,electricity_imports,Sweden,11827.0
total,electricity_imports,Sweden,119265.0
2011,electricity_imports,Iceland,0.0
2012,electricity_imports,Iceland,0.0
2013,electricity_imports,Iceland,0.0
2014,electricity_imports,Iceland,0.0
2015,electricity_imports,Iceland,0.0
2016,electricity_imports,Iceland,0.0
2017,electricity_imports,Iceland,0.0
2018,electricity_imports,Iceland,0.0
2019,electricity_imports,Iceland,0.0
2020,electricity_imports,Iceland,0.0
total,electricity_imports,Iceland,0.0
2014,electricity_imports,Liechtenstein,355.0
2015,electricity_imports,Liechtenstein,325.0
2016,electricity_imports,Liechtenstein,309.0
2017,electricity_imports,Liechtenstein,314.0
2018,electricity_imports,Liechtenstein,321.0
2019,electricity_imports,Liechtenstein,307.0
2020,electricity_imports,Liechtenstein,299.0
total,electricity_imports,Liechtenstein,2230.0
2011,electricity_imports,Norway,11254.0
2012,electricity_imports,Norway,4191.0
2013,electricity_imports,Norway,10135.0
2014,electricity_imports,Norway,6347.0
2015,electricity_imports,Norway,7371.0
2016,electricity_imports,Norway,5740.0
2017,electricity_imports,Norway,6111.0
2018,electricity_imports,Norway,8339.724
2019,electricity_imports,Norway,12353.0
2020,electricity_imports,Norway,4496.145
total,electricity_imports,Norway,76337.869
2011,electricity_imports,United Kingdom,8690.0
2012,electricity_imports,United Kingdom,13775.0
2013,electricity_imports,United Kingdom,17532.0
2014,electricity_imports,United Kingdom,23244.0
2015,electricity_imports,United Kingdom,22960.871
2016,electricity_imports,United Kingdom,20017.923
2017,electricity_imports,United Kingdom,18166.98
2018,electricity_imports,United Kingdom,21332.415
2019,electricity_imports,United Kingdom,24555.587
total,electricity_imports,United Kingdom,170274.776
2011,electricity_imports,Montenegro,1993.0
2012,electricity_imports,Montenegro,1440.0
2013,electricity_imports,Montenegro,388.0
2014,electricity_imports,Montenegro,903.0
2015,electricity_imports,Montenegro,1040.0
2016,electricity_imports,Montenegro,1210.0
2017,electricity_imports,Montenegro,1536.9
2018,electricity_imports,Montenegro,780.0
2019,electricity_imports,Montenegro,1195.5
2020,electricity_imports,Montenegro,5943.0
total,electricity_imports,Montenegro,16429.4
2011,electricity_imports,North Macedonia,2749.0
2012,electricity_imports,North Macedonia,2741.0
2013,electricity_imports,North Macedonia,2491.0
2014,electricity_imports,North Macedonia,3073.0
2015,electricity_imports,North Macedonia,2656.0
2016,electricity_imports,North Macedonia,2190.606
2017,electricity_imports,North Macedonia,2293.571
2018,electricity_imports,North Macedonia,2297.169
2019,electricity_imports,North Macedonia,2410.901
2020,electricity_imports,North Macedonia,2965.204
total,electricity_imports,North Macedonia,25867.451
2011,electricity_imports,Albania,3262.0
2012,electricity_imports,Albania,2538.0
2013,electricity_imports,Albania,2323.0
2014,electricity_imports,Albania,3250.0
2015,electricity_imports,Albania,2355.0
2016,electricity_imports,Albania,0.0
2017,electricity_imports,Albania,2914.628
2018,electricity_imports,Albania,850.48
2019,electricity_imports,Albania,3176.515
2020,electricity_imports,Albania,3238.631
total,electricity_imports,Albania,23908.254
2011,electricity_imports,Serbia,6701.0
2012,electricity_imports,Serbia,5781.0
2013,electricity_imports,Serbia,4077.0
2014,electricity_imports,Serbia,7008.0
2015,electricity_imports,Serbia,6303.0
2016,electricity_imports,Serbia,5068.0
2017,electricity_imports,Serbia,6549.189
2018,electricity_imports,Serbia,6400.007
2019,electricity_imports,Serbia,5416.609
2020,electricity_imports,Serbia,5069.528
total,electricity_imports,Serbia,58373.333
2011,electricity_imports,Turkey,4556.0
2012,electricity_imports,Turkey,5827.0
2013,electricity_imports,Turkey,7429.0
2014,electricity_imports,Turkey,7953.0
2015,electricity_imports,Turkey,7136.0
2016,electricity_imports,Turkey,6330.0
2017,electricity_imports,Turkey,2728.268
2018,electricity_imports,Turkey,2476.887
2019,electricity_imports,Turkey,2211.506
2020,electricity_imports,Turkey,1889.521
total,electricity_imports,Turkey,48537.182
2014,electricity_imports,Bosnia and Herzegovina,3162.0
2015,electricity_imports,Bosnia and Herzegovina,3872.0
2016,electricity_imports,Bosnia and Herzegovina,3084.0
2017,electricity_imports,Bosnia and Herzegovina,3346.0
2018,electricity_imports,Bosnia and Herzegovina,3092.0
2019,electricity_imports,Bosnia and Herzegovina,2825.0
2020,electricity_imports,Bosnia and Herzegovina,3266.0
total,electricity_imports,Bosnia and Herzegovina,22647.0
2011,electricity_imports,Kosovo (under United Nations Security Council Resolution 1244/99),3135.0
2012,electricity_imports,Kosovo (under United Nations Security Council Resolution 1244/99),2773.0
2013,electricity_imports,Kosovo (under United Nations Security Council Resolution 1244/99),2551.0
2014,electricity_imports,Kosovo (under United Nations Security Council Resolution 1244/99),966.0
2015,electricity_imports,Kosovo (under United Nations Security Council Resolution 1244/99),684.0
2016,electricity_imports,Kosovo (under United Nations Security Council Resolution 1244/99),557.0
2017,electricity_imports,Kosovo (under United Nations Security Council Resolution 1244/99),1242.225
2018,electricity_imports,Kosovo (under United Nations Security Council Resolution 1244/99),825.182
2019,electricity_imports,Kosovo (under United Nations Security Council Resolution 1244/99),928.492
2020,electricity_imports,Kosovo (under United Nations Security Council Resolution 1244/99),965.632
total,electricity_imports,Kosovo (under United Nations Security Council Resolution 1244/99),14627.531
2011,electricity_imports,Moldova,3146.0
2012,electricity_imports,Moldova,3279.0
2013,electricity_imports,Moldova,3332.0
2014,electricity_imports,Moldova,3342.0
2015,electricity_imports,Moldova,3315.0
2016,electricity_imports,Moldova,3325.0
2017,electricity_imports,Moldova,3412.0
2018,electricity_imports,Moldova,3500.0
2019,electricity_imports,Moldova,3501.0
2020,electricity_imports,Moldova,3418.0
total,electricity_imports,Moldova,33570.0
2011,electricity_imports,Ukraine,32.0
2012,electricity_imports,Ukraine,89.0
2013,electricity_imports,Ukraine,39.0
2014,electricity_imports,Ukraine,89.0
2015,electricity_imports,Ukraine,2241.0
2016,electricity_imports,Ukraine,77.0
2017,electricity_imports,Ukraine,50.0
2018,electricity_imports,Ukraine,32.0
2019,electricity_imports,Ukraine,2238.0
2020,electricity_imports,Ukraine,2719.8
total,electricity_imports,Ukraine,7606.8
2013,electricity_imports,Georgia,484.0
2014,electricity_imports,Georgia,853.0
2015,electricity_imports,Georgia,699.0
2016,electricity_imports,Georgia,1329.0
2017,electricity_imports,Georgia,1751.2
2018,electricity_imports,Georgia,1522.2
2019,electricity_imports,Georgia,1762.7
2020,electricity_imports,Georgia,1711.9
total,electricity_imports,Georgia,10113.0
2011,Belgium,solid_fossil_fuelsl_exports,1110.0
2012,Belgium,solid_fossil_fuelsl_exports,1293.0
2013,Belgium,solid_fossil_fuelsl_exports,949.0
2014,Belgium,solid_fossil_fuelsl_exports,838.0
2015,Belgium,solid_fossil_fuelsl_exports,136.9
2016,Belgium,solid_fossil_fuelsl_exports,78.9
2017,Belgium,solid_fossil_fuelsl_exports,106.1
2018,Belgium,solid_fossil_fuelsl_exports,76.0
2019,Belgium,solid_fossil_fuelsl_exports,125.8
2020,Belgium,solid_fossil_fuelsl_exports,229.1
total,Belgium,solid_fossil_fuelsl_exports,4942.8
2011,Bulgaria,solid_fossil_fuelsl_exports,125.0
2012,Bulgaria,solid_fossil_fuelsl_exports,135.0
2013,Bulgaria,solid_fossil_fuelsl_exports,83.0
2014,Bulgaria,solid_fossil_fuelsl_exports,51.0
2015,Bulgaria,solid_fossil_fuelsl_exports,36.0
2016,Bulgaria,solid_fossil_fuelsl_exports,17.0
2017,Bulgaria,solid_fossil_fuelsl_exports,22.301
2018,Bulgaria,solid_fossil_fuelsl_exports,42.582
2019,Bulgaria,solid_fossil_fuelsl_exports,50.27
2020,Bulgaria,solid_fossil_fuelsl_exports,27.796
total,Bulgaria,solid_fossil_fuelsl_exports,589.949
2011,Czechia,solid_fossil_fuelsl_exports,7527.0
2012,Czechia,solid_fossil_fuelsl_exports,7065.0
2013,Czechia,solid_fossil_fuelsl_exports,6495.0
2014,Czechia,solid_fossil_fuelsl_exports,5869.0
2015,Czechia,solid_fossil_fuelsl_exports,5036.0
2016,Czechia,solid_fossil_fuelsl_exports,5015.0
2017,Czechia,solid_fossil_fuelsl_exports,4106.43
2018,Czechia,solid_fossil_fuelsl_exports,3553.883
2019,Czechia,solid_fossil_fuelsl_exports,2825.218
2020,Czechia,solid_fossil_fuelsl_exports,1999.919
total,Czechia,solid_fossil_fuelsl_exports,49492.45
2011,Denmark,solid_fossil_fuelsl_exports,0.0
2012,Denmark,solid_fossil_fuelsl_exports,11.0
2013,Denmark,solid_fossil_fuelsl_exports,52.0
2014,Denmark,solid_fossil_fuelsl_exports,52.0
2015,Denmark,solid_fossil_fuelsl_exports,92.078
2016,Denmark,solid_fossil_fuelsl_exports,20.828
2017,Denmark,solid_fossil_fuelsl_exports,0.023
2018,Denmark,solid_fossil_fuelsl_exports,16.899
2019,Denmark,solid_fossil_fuelsl_exports,45.808
2020,Denmark,solid_fossil_fuelsl_exports,194.004
total,Denmark,solid_fossil_fuelsl_exports,484.64
2011,Germany (until 1990 former territory of the FRG),solid_fossil_fuelsl_exports,1759.0
2012,Germany (until 1990 former territory of the FRG),solid_fossil_fuelsl_exports,2234.0
2013,Germany (until 1990 former territory of the FRG),solid_fossil_fuelsl_exports,2193.0
2014,Germany (until 1990 former territory of the FRG),solid_fossil_fuelsl_exports,3393.0
2015,Germany (until 1990 former territory of the FRG),solid_fossil_fuelsl_exports,2886.0
2016,Germany (until 1990 former territory of the FRG),solid_fossil_fuelsl_exports,2374.0
2017,Germany (until 1990 former territory of the FRG),solid_fossil_fuelsl_exports,2551.0
2018,Germany (until 1990 former territory of the FRG),solid_fossil_fuelsl_exports,2518.0
2019,Germany (until 1990 former territory of the FRG),solid_fossil_fuelsl_exports,2541.596
2020,Germany (until 1990 former territory of the FRG),solid_fossil_fuelsl_exports,2340.46
total,Germany (until 1990 former territory of the FRG),solid_fossil_fuelsl_exports,24790.056
2011,Estonia,solid_fossil_fuelsl_exports,25.0
2012,Estonia,solid_fossil_fuelsl_exports,24.0
2013,Estonia,solid_fossil_fuelsl_exports,20.0
2014,Estonia,solid_fossil_fuelsl_exports,26.0
2015,Estonia,solid_fossil_fuelsl_exports,8.0
2016,Estonia,solid_fossil_fuelsl_exports,13.0
2017,Estonia,solid_fossil_fuelsl_exports,19.0
2018,Estonia,solid_fossil_fuelsl_exports,13.0
2019,Estonia,solid_fossil_fuelsl_exports,20.37
2020,Estonia,solid_fossil_fuelsl_exports,18.75
total,Estonia,solid_fossil_fuelsl_exports,187.12
2011,Ireland,solid_fossil_fuelsl_exports,10.188
2012,Ireland,solid_fossil_fuelsl_exports,12.532
2013,Ireland,solid_fossil_fuelsl_exports,13.969
2014,Ireland,solid_fossil_fuelsl_exports,13.34
2015,Ireland,solid_fossil_fuelsl_exports,15.9
2016,Ireland,solid_fossil_fuelsl_exports,13.334
2017,Ireland,solid_fossil_fuelsl_exports,13.156
2018,Ireland,solid_fossil_fuelsl_exports,0.0
2019,Ireland,solid_fossil_fuelsl_exports,0.0
2020,Ireland,solid_fossil_fuelsl_exports,0.0
total,Ireland,solid_fossil_fuelsl_exports,92.419
2011,Greece,solid_fossil_fuelsl_exports,17.0
2012,Greece,solid_fossil_fuelsl_exports,27.0
2013,Greece,solid_fossil_fuelsl_exports,28.0
2014,Greece,solid_fossil_fuelsl_exports,9.0
2015,Greece,solid_fossil_fuelsl_exports,0.0
2016,Greece,solid_fossil_fuelsl_exports,0.0
2017,Greece,solid_fossil_fuelsl_exports,0.0
2018,Greece,solid_fossil_fuelsl_exports,0.0
2019,Greece,solid_fossil_fuelsl_exports,0.0
2020,Greece,solid_fossil_fuelsl_exports,1.792
total,Greece,solid_fossil_fuelsl_exports,82.792
2011,Spain,solid_fossil_fuelsl_exports,1564.0
2012,Spain,solid_fossil_fuelsl_exports,2337.0
2013,Spain,solid_fossil_fuelsl_exports,845.0
2014,Spain,solid_fossil_fuelsl_exports,1414.0
2015,Spain,solid_fossil_fuelsl_exports,1232.0
2016,Spain,solid_fossil_fuelsl_exports,590.0
2017,Spain,solid_fossil_fuelsl_exports,396.0
2018,Spain,solid_fossil_fuelsl_exports,541.0
2019,Spain,solid_fossil_fuelsl_exports,1668.0
2020,Spain,solid_fossil_fuelsl_exports,2082.0
total,Spain,solid_fossil_fuelsl_exports,12669.0
2011,France,solid_fossil_fuelsl_exports,83.0
2012,France,solid_fossil_fuelsl_exports,72.0
2013,France,solid_fossil_fuelsl_exports,13.0
2014,France,solid_fossil_fuelsl_exports,56.0
2015,France,solid_fossil_fuelsl_exports,27.0
2016,France,solid_fossil_fuelsl_exports,83.0
2017,France,solid_fossil_fuelsl_exports,5.626
2018,France,solid_fossil_fuelsl_exports,49.849
2019,France,solid_fossil_fuelsl_exports,6.172
2020,France,solid_fossil_fuelsl_exports,12.501
total,France,solid_fossil_fuelsl_exports,408.148
2011,Croatia,solid_fossil_fuelsl_exports,0.0
2012,Croatia,solid_fossil_fuelsl_exports,0.0
2013,Croatia,solid_fossil_fuelsl_exports,0.0
2014,Croatia,solid_fossil_fuelsl_exports,0.0
2015,Croatia,solid_fossil_fuelsl_exports,0.0
2016,Croatia,solid_fossil_fuelsl_exports,0.0
2017,Croatia,solid_fossil_fuelsl_exports,0.0
2018,Croatia,solid_fossil_fuelsl_exports,0.0
2019,Croatia,solid_fossil_fuelsl_exports,0.0
2020,Croatia,solid_fossil_fuelsl_exports,0.0
total,Croatia,solid_fossil_fuelsl_exports,0.0
2011,Italy,solid_fossil_fuelsl_exports,276.0
2012,Italy,solid_fossil_fuelsl_exports,312.0
2013,Italy,solid_fossil_fuelsl_exports,246.0
2014,Italy,solid_fossil_fuelsl_exports,343.0
2015,Italy,solid_fossil_fuelsl_exports,389.0
2016,Italy,solid_fossil_fuelsl_exports,374.0
2017,Italy,solid_fossil_fuelsl_exports,341.78
2018,Italy,solid_fossil_fuelsl_exports,363.489
2019,Italy,solid_fossil_fuelsl_exports,291.96
2020,Italy,solid_fossil_fuelsl_exports,305.112
total,Italy,solid_fossil_fuelsl_exports,3242.341
2011,Cyprus,solid_fossil_fuelsl_exports,0.0
2012,Cyprus,solid_fossil_fuelsl_exports,0.0
2013,Cyprus,solid_fossil_fuelsl_exports,0.0
2014,Cyprus,solid_fossil_fuelsl_exports,0.0
2015,Cyprus,solid_fossil_fuelsl_exports,0.0
2016,Cyprus,solid_fossil_fuelsl_exports,0.0
2017,Cyprus,solid_fossil_fuelsl_exports,0.0
2018,Cyprus,solid_fossil_fuelsl_exports,0.0
2019,Cyprus,solid_fossil_fuelsl_exports,0.0
2020,Cyprus,solid_fossil_fuelsl_exports,0.0
total,Cyprus,solid_fossil_fuelsl_exports,0.0
2011,Latvia,solid_fossil_fuelsl_exports,7.0
2012,Latvia,solid_fossil_fuelsl_exports,6.0
2013,Latvia,solid_fossil_fuelsl_exports,8.0
2014,Latvia,solid_fossil_fuelsl_exports,6.0
2015,Latvia,solid_fossil_fuelsl_exports,2.0
2016,Latvia,solid_fossil_fuelsl_exports,6.0
2017,Latvia,solid_fossil_fuelsl_exports,5.871
2018,Latvia,solid_fossil_fuelsl_exports,10.183
2019,Latvia,solid_fossil_fuelsl_exports,4.712
2020,Latvia,solid_fossil_fuelsl_exports,4.497
total,Latvia,solid_fossil_fuelsl_exports,60.263
2011,Lithuania,solid_fossil_fuelsl_exports,24.0
2012,Lithuania,solid_fossil_fuelsl_exports,23.0
2013,Lithuania,solid_fossil_fuelsl_exports,35.0
2014,Lithuania,solid_fossil_fuelsl_exports,0.0
2015,Lithuania,solid_fossil_fuelsl_exports,0.0
2016,Lithuania,solid_fossil_fuelsl_exports,0.0
2017,Lithuania,solid_fossil_fuelsl_exports,0.0
2018,Lithuania,solid_fossil_fuelsl_exports,0.0
2019,Lithuania,solid_fossil_fuelsl_exports,0.0
2020,Lithuania,solid_fossil_fuelsl_exports,0.0
total,Lithuania,solid_fossil_fuelsl_exports,82.0
